,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,AMT_GOODS_PRICE,GOODS_PRICE_CREDIT_PER,DAYS_WORKING_PER,ANNUITY_DAYS_BIRTH_PERC,TARGET
134354,M,0.3441550073724169,No,Drivers,Panel,2.0,454500.0,1.0,0.08003085526950149,-0.2877596037790819,0
134356,F,0.3296550543128238,No,Sales staff,"Stone, brick",2.0,238500.0,1.1056037735849056,0.12010138428543576,-0.36666487945239756,0
134376,F,0.3656165070113335,No,Managers,"Stone, brick",2.0,468000.0,1.316798076923077,0.07231365872115021,-1.0315404317599708,0
134377,M,0.4884551844437485,No,IT staff,"Stone, brick",1.0,675000.0,1.0792,0.026601152151812944,-0.3069402189458356,0
134386,F,0.6263042766749393,No,Managers,Panel,2.0,477000.0,1.2376037735849057,0.22529810369280875,-0.8651215632810725,0
134390,F,0.5779691187553125,No,Sales staff,"Stone, brick",2.0,855000.0,1.0693,0.17015491621877965,-0.23092479429952326,0
134394,F,0.6848276586890367,No,Cooking staff,Block,2.0,148500.0,1.066,-15.125186350836508,-1.5297098695046243,0
134396,F,0.6279908192952864,No,Core staff,"Stone, brick",2.0,180000.0,1.264,0.17643434205121183,-1.3045730618077884,0
134400,F,0.7981372313187245,No,Cooking staff,Panel,3.0,184500.0,1.066,0.6627261761158022,-1.0745579924301343,0
134413,F,0.622922000268356,No,Sales staff,Panel,2.0,1372500.0,1.0712786885245902,0.43228747653526417,-0.31903698570365235,0
134416,F,0.3893387918468769,No,Sales staff,"Stone, brick",2.0,693000.0,1.198,0.3438053097345133,-0.8334869998156003,0
134418,F,0.3944954053123993,No,Managers,"Stone, brick",2.0,540000.0,1.198,0.05113636363636364,-0.5398126183116478,0
134420,M,0.7180328113294772,No,Managers,Panel,1.0,1350000.0,1.1452,0.4469519167118012,-0.38968622484874066,0
134423,F,0.7076993447402619,No,High skill tech staff,Panel,2.0,927000.0,1.1451990291262135,0.20876787610066821,-0.5137064305535505,0
134424,F,0.0005272652387098,No,Cleaning staff,Others,3.0,301500.0,1.2111940298507462,0.4101919068497089,-0.5701231380744566,0
134439,F,0.3280631605201915,No,Core staff,Panel,2.0,283500.0,1.2112063492063492,-16.73200787942645,-1.66984126984127,0
134450,F,0.7476633896301825,No,Sales staff,"Stone, brick",2.0,765000.0,1.1188,0.18938544187968592,-0.49712390679110174,0
134457,M,0.6626377922738201,No,Managers,"Stone, brick",1.0,1125000.0,1.1782,0.627915726109857,-0.3313034188034188,0
134474,M,0.6528965519806539,No,Managers,Panel,2.0,270000.0,1.1584,0.1502546127901594,-0.690551217061698,0
134479,F,0.6041125998015721,No,Managers,Panel,1.0,810000.0,1.1584,0.07428522804629,-0.32067234228334424,0
134496,F,0.3328505641648731,No,High skill tech staff,Block,2.0,675000.0,1.396,0.06390328151986183,-0.5761194029850746,0
134503,F,0.7738956942145427,No,Private service staff,"Stone, brick",1.0,238500.0,1.2112075471698114,0.30162372043769853,-1.0454839007288494,0
134528,M,0.6512602186973006,No,Drivers,Panel,2.0,288000.0,1.42240625,0.04784562516521279,-1.5294117647058822,0
134532,M,0.6528965519806539,No,Medicine staff,"Stone, brick",3.0,945000.0,1.0580809523809525,0.2570494121806771,-0.42369596359652817,0
134536,F,0.7121551551910698,No,Core staff,"Stone, brick",2.0,135000.0,1.0,0.3835857696371962,-1.219894725534429,0
134547,M,0.4014074137749511,No,Managers,Panel,2.0,324000.0,1.2111944444444445,-16.496973803071363,-1.748400852878465,0
134554,M,0.7076993447402619,No,Managers,Panel,2.0,342000.0,1.4223947368421053,0.07503253962177475,-0.5489775760250509,0
134573,M,0.3312508645909018,No,Drivers,Panel,2.0,675000.0,1.1584,0.0838654135877753,-0.32761031788001643,0
134577,F,0.3296550543128238,No,Sales staff,"Stone, brick",3.0,450000.0,1.2112,0.12134088762983947,-0.2897123394476589,0
134629,F,0.4206109640437848,No,Core staff,Panel,2.0,450000.0,1.1584,0.033188937020993,-0.42395987850533307,1
134643,M,0.7490217048463391,No,Laborers,Panel,2.0,1350000.0,1.0,0.12444269603986362,-0.38510775290686666,0
134663,F,0.3944954053123993,No,Core staff,"Stone, brick",2.0,675000.0,1.0,0.011584289496910856,-0.41376791746553454,0
134666,F,0.4471785780453068,No,Managers,"Stone, brick",3.0,454500.0,1.1188019801980198,-16.45386971799261,-1.0242709486895534,0
134682,M,0.3893387918468769,No,Laborers,Panel,2.0,157500.0,1.0,0.26315234580917235,-0.5735449735449736,0
134695,M,0.7407990879702335,No,Core staff,Panel,3.0,283500.0,1.4223968253968253,0.2139354066985646,-1.1443041439961674,0
134705,M,0.511891801533151,No,Laborers,Panel,3.0,675000.0,1.1584,0.29135661133371493,-0.39254016402651387,0
134707,F,0.1482543790610911,No,Sales staff,Panel,1.0,495000.0,1.1584,-16.71822218153522,-0.7429057213295928,0
134770,F,0.4956658291397297,No,Realty agents,Panel,2.0,225000.0,1.35526,0.3861761426978818,-0.7447537206550844,0
134786,F,0.3280631605201915,No,Sales staff,"Stone, brick",2.0,90000.0,1.0,0.16761090326028863,-0.8355662736691676,0
134796,M,0.7180328113294772,No,Laborers,"Stone, brick",2.0,931500.0,1.08712077294686,-17.018918037370113,-0.5326830236916241,0
134797,M,0.7662336700704004,No,Sales staff,"Stone, brick",2.0,90000.0,1.066,0.5536047334233712,-1.5241876194677253,0
134802,F,0.6058362647264226,No,Sales staff,Panel,2.0,477000.0,1.0858018867924528,0.0551475619212699,-0.43339362848303337,0
134806,F,0.5262949398096192,No,Accountants,Panel,2.0,492547.5,1.1979991777442784,0.15398886827458255,-0.7964408467444026,0
134814,M,0.7801436381572275,No,Drivers,Panel,1.0,1350000.0,1.16632,0.10478252683110525,-0.33951016820488233,0
134816,F,0.6313545365850379,No,Sales staff,Panel,2.0,148500.0,1.528,0.16854549082202713,-2.309544381084039,0
134827,M,0.3139166772114369,No,Core staff,"Stone, brick",2.0,585000.0,1.1056,-15.858067037165682,-0.6181427804616211,0
134829,F,0.1766525794312139,No,Sales staff,Panel,2.0,180000.0,1.0,0.13056721824318762,-1.3496666666666666,0
134833,F,0.5762088360175724,No,Laborers,Panel,3.0,202500.0,1.0,-18.989445773110116,-1.8996543209876544,0
134837,F,0.6109913280868294,No,Accountants,Panel,1.0,675000.0,1.0,0.45086992543496274,-0.6302213868003341,0
134844,M,0.5334816299804352,No,Laborers,Panel,3.0,315000.0,1.0,0.055583811668967524,-0.8738412698412699,0
134854,F,0.3425288720742255,No,Laborers,"Stone, brick",2.0,211500.0,1.264,-15.936253763253196,-1.3904207237540571,0
134874,M,0.2807895743848605,No,Core staff,"Stone, brick",2.0,1710000.0,1.0,0.4765499613624205,-0.37294936596612577,0
134881,F,0.6706517530862718,No,Sales staff,Panel,2.0,346500.0,1.0,0.02026253193551229,-0.8292059317700343,0
134889,F,0.1510075350878296,No,Laborers,Panel,2.0,675000.0,1.0792,0.10378646803227809,-0.25712849242261004,0
134895,F,0.6512602186973006,No,Medicine staff,"Stone, brick",2.0,225000.0,1.0,0.14615276410184275,-1.355450688784022,0
134912,M,0.6413682574954046,No,Managers,"Stone, brick",2.0,900000.0,1.0,0.0851567728981105,-0.43162222222222224,0
134918,F,0.5797274227921155,No,High skill tech staff,Panel,2.0,450000.0,1.0,0.0561830861408506,-0.2863491259896778,1
134928,F,0.6642482627052363,No,Core staff,Panel,2.0,1350000.0,1.0,0.09096362954630671,-0.37444191727739873,0
134972,F,0.7047064232963289,No,Laborers,Panel,2.0,148500.0,1.3167878787878788,0.2705081563196808,-1.349647580581294,0
134976,F,0.3170317785834444,No,Cleaning staff,Panel,2.0,454500.0,1.0,0.14278542022291393,-0.5172028771000493,1
134994,F,0.0828147042440649,No,Core staff,"Stone, brick",1.0,675000.0,1.1584,0.05662704642296479,-0.209601034138316,1
134997,F,0.5585066276769286,No,Cooking staff,Panel,2.0,135000.0,1.132,0.015232974910394265,-0.5382528486163863,0
135005,M,0.4311917977993083,No,Drivers,Panel,2.0,675000.0,1.198,0.04093567251461988,-0.5478887744593203,0
135009,M,0.3556387169923543,No,Sales staff,Panel,2.0,135000.0,1.132,-17.911970967583738,-2.290866194809572,0
135010,M,0.2650494299443805,No,Sales staff,Panel,2.0,1350000.0,1.1452,0.16546474358974358,-0.3854145986367547,0
135014,F,0.5406544504453575,No,High skill tech staff,"Stone, brick",2.0,90000.0,1.198,0.12053890078515346,-1.4371994614348913,0
135033,F,0.2851799046358216,No,Accountants,"Stone, brick",1.0,405000.0,1.0,0.22758884218570882,-0.6461728395061729,0
135036,F,0.6754132910917112,No,Sales staff,"Stone, brick",3.0,1147500.0,1.0,0.06813033629552187,-0.3775968418455465,0
135039,F,0.8802684803872619,No,Medicine staff,Panel,2.0,540000.0,1.1584,0.18254430485065312,-0.34281721074173904,0
135052,F,0.3062022983135042,No,Medicine staff,Panel,2.0,324000.0,1.1584027777777777,0.11602166575084387,-0.4991868962949901,0
135056,F,0.0305388192726028,No,Accountants,Panel,2.0,994500.0,1.1451990950226245,-17.7716523939276,-0.614767951421606,0
135073,F,0.3962195720630885,No,Sales staff,Block,2.0,675000.0,1.1584,0.250258074030379,-0.4883511576824745,0
135075,F,0.6769925032909132,No,Core staff,Panel,3.0,270000.0,1.0,0.24558632224493587,-0.7971851851851852,0
135088,F,0.6738300778602003,No,Medicine staff,"Stone, brick",2.0,90000.0,1.0,0.21535031099636193,-0.9573081676216155,0
135089,M,0.7713615919194317,No,Managers,"Stone, brick",2.0,450000.0,1.2112,0.1736842105263158,-0.23754948947697438,1
135090,M,0.6690566947824041,No,Laborers,Panel,2.0,180000.0,1.0,0.025012761613067893,-1.306,0
135096,M,0.4848514754962666,No,High skill tech staff,"Stone, brick",3.0,675000.0,1.198,0.07092907092907093,-0.4197945061857832,0
135101,M,0.6528965519806539,No,Drivers,"Stone, brick",2.0,450000.0,1.2112,0.07654611996774394,-0.6051426426426426,0
135105,M,0.2940831009471255,No,Managers,Panel,1.0,729000.0,1.3168024691358025,0.05474691513472677,-0.6232832634866821,0
135109,F,0.6738300778602003,No,Core staff,Block,1.0,900000.0,1.0792,-15.396804653907765,-0.4584359992656366,0
135124,F,0.6446794549585961,No,Managers,"Stone, brick",3.0,1350000.0,1.1452,0.4112780317875027,-0.3039507643438555,0
135138,F,0.6722428897082422,No,Laborers,"Stone, brick",1.0,135000.0,1.0,0.045403271291596166,-1.1837756634952428,0
135158,M,0.5226973172821112,No,Laborers,"Stone, brick",1.0,639000.0,1.2574014084507041,0.04891561380987771,-0.33856007319723225,0
135181,F,0.5262949398096192,No,Accountants,"Stone, brick",3.0,450000.0,1.3168,0.17938249553457514,-0.3271558560814759,0
135189,M,0.4258928980051529,No,Laborers,"Stone, brick",1.0,450000.0,1.0,0.015211205953162618,-0.8122666666666667,0
135210,F,0.4294236843421945,No,Medicine staff,Block,2.0,450000.0,1.2112,-16.14619159188365,-1.093991053077016,0
135229,M,0.2044226253763287,No,Managers,Mixed,1.0,225000.0,1.132,0.12489720891984714,-0.7501632919660353,0
135261,F,0.5064842396679806,No,Laborers,Panel,2.0,270000.0,1.1056,0.10817104149026249,-0.33695322669805094,0
135265,F,0.6092756673894402,No,Laborers,Panel,1.0,1138500.0,1.145201581027668,0.2034533073929961,-0.5955277488124203,0
135271,M,0.3077366963789207,No,Managers,"Stone, brick",1.0,1125000.0,1.0,0.04836663495084047,-0.2826693561943184,0
135275,F,0.6144143775673561,No,Core staff,Panel,1.0,675000.0,1.0,0.28340055457524577,-0.4586657417042433,0
135288,M,0.1301285429480269,No,High skill tech staff,Panel,1.0,265500.0,1.105593220338983,0.030111878124256128,-0.42550389952395423,0
135309,F,0.2692857999073816,No,Core staff,Panel,3.0,315000.0,1.1584,0.046579330422125184,-0.4645972813958206,0
135311,F,0.6380435278721609,No,Secretaries,Panel,2.0,423000.0,1.264,0.14271066368381805,-0.7606892150606254,0
135317,F,0.4902575124990026,No,Core staff,"Stone, brick",3.0,76500.0,1.1584117647058823,-17.681318681318682,-3.058257457990969,0
135325,M,0.5370699579791587,No,Drivers,Panel,2.0,495000.0,1.0,0.2099009900990099,-0.4639896427154461,0
135332,M,0.6754132910917112,No,IT staff,Panel,1.0,900000.0,1.396,0.12758686159103855,-0.23595291693265688,0
135333,M,0.6413682574954046,No,Drivers,Panel,2.0,360000.0,1.0,0.015543389339877919,-0.8828333333333334,1
135354,M,0.3425288720742255,No,Laborers,Panel,1.0,315000.0,1.0,0.047818499127399654,-0.9650119994947581,0
135377,M,0.5673792367572691,No,Drivers,"Stone, brick",2.0,598500.0,1.198,-17.092189620478262,-0.9186818856000516,0
135380,F,0.4632753280912678,No,Laborers,Panel,2.0,900000.0,1.2178,0.0677832392742278,-0.3117657074748851,0
135383,F,0.7597121819739279,No,Sales staff,"Stone, brick",2.0,1125000.0,1.0,0.34195050232786084,-0.3647984267453294,0
135386,F,0.6690566947824041,No,High skill tech staff,Panel,2.0,900000.0,1.1188,0.25589041095890414,-0.34224097515236757,0
135390,M,0.3556387169923543,No,Laborers,Panel,2.0,463500.0,1.3167961165048543,0.1467256148107212,-0.4210587550901687,0
135434,M,0.6397075677637197,No,Laborers,Panel,2.0,225000.0,1.066,-15.218458333333333,-1.0062893081761006,0
135461,F,0.434733248750173,No,Managers,Panel,2.0,180000.0,1.066,0.017361861537353217,-0.6061439706556625,0
135468,F,0.1351060157401717,No,Realty agents,Panel,1.0,481500.0,1.2574018691588784,0.26340760823519443,-0.4404515346580838,0
135469,F,0.7180328113294772,No,Core staff,Block,1.0,630000.0,1.0,0.07690742624618514,-0.4314241825762563,0
135483,F,0.6296742509538716,No,High skill tech staff,"Stone, brick",2.0,450000.0,1.0,0.5790833122309446,-0.6537213614090849,0
135497,F,0.5406544504453575,No,Core staff,"Stone, brick",2.0,490500.0,1.396,0.1701627486437613,-0.995656381518241,0
135516,M,0.3893387918468769,No,Laborers,"Stone, brick",2.0,148500.0,1.066,0.09887048192771085,-0.7846612898460811,0
135530,M,0.7338145369642702,No,High skill tech staff,"Stone, brick",2.0,229500.0,1.158392156862745,-17.383418209509305,-1.8440407231876426,0
135540,M,0.3774042489507649,No,Laborers,Panel,2.0,454500.0,1.1583960396039603,0.13092288634252092,-0.6783791591165734,0
135542,F,0.0963186927645401,No,Private service staff,Panel,3.0,112500.0,1.0,0.018723182941099988,-2.2355933435070128,0
135548,F,0.524496446363472,No,Core staff,Panel,2.0,450000.0,1.4224,0.024967003959524857,-0.2908369719943061,1
135557,F,0.6545292802242897,No,Core staff,"Stone, brick",1.0,315000.0,1.0,0.10826048397314075,-1.0022857142857142,0
135564,F,0.1285043773724039,No,Sales staff,"Stone, brick",3.0,252000.0,1.1583928571428572,-18.95987333887043,-0.9809552907628069,0
135584,M,0.6925590674998008,No,Drivers,Panel,1.0,1030500.0,1.1452008733624455,-16.87814232902033,-0.624774443145237,0
135593,F,0.4632753280912678,No,Core staff,Panel,1.0,1129500.0,1.0,0.06386482859582775,-0.4944504765351671,0
135597,M,0.7001838506835805,No,Laborers,"Stone, brick",2.0,130500.0,1.0,0.17576655648010941,-0.979676158570631,0
135602,M,0.2594676548211199,No,Managers,Block,2.0,675000.0,1.2376,0.5920415753808529,-0.486780753968254,0
135603,F,0.8128226070575616,No,Cooking staff,Block,2.0,454500.0,1.198,-16.36613344087467,-1.3907272387362124,0
135608,M,0.5867400085415683,No,Drivers,Block,2.0,1305000.0,1.0,0.26442601969840296,-0.426889957835976,1
135624,F,0.191821602413606,No,Laborers,"Stone, brick",2.0,468000.0,1.198,0.05785907859078591,-1.2241851206767853,0
135625,F,0.3344541255096772,No,Laborers,Panel,2.0,891000.0,1.0,0.0962661591967977,-0.3152820449161572,0
135627,F,0.5884877883422673,No,Sales staff,"Stone, brick",2.0,144000.0,1.198,-16.552297652497053,-1.6372472639584492,0
135641,M,0.5424451438613613,No,Laborers,Panel,2.0,900000.0,1.198,0.05084987858877303,-0.40107702443355964,1
135655,M,0.1841161559307151,No,Core staff,"Stone, brick",2.0,238500.0,1.1583962264150944,-20.053972437270083,-0.9270117575202321,0
135656,M,0.5832379256761245,No,Laborers,Panel,2.0,180000.0,1.0,0.16483398016386375,-1.0306666666666666,0
135665,F,0.248535557339522,No,High skill tech staff,"Stone, brick",3.0,225000.0,1.396,0.051115581565471836,-0.659848553413582,1
135682,M,0.2431864804420123,No,Sales staff,"Stone, brick",1.0,1489500.0,1.1188006042296073,0.10385208012326656,-0.19087112522792776,0
135690,F,0.3139166772114369,No,Accountants,"Stone, brick",2.0,472500.0,1.1584,0.12593780424947024,-0.5689475399152818,0
135705,M,0.6610235391308081,No,Managers,Mixed,2.0,463500.0,1.1187961165048543,0.0983225377844212,-0.7862879529872674,0
135728,F,0.6178261467332483,No,Laborers,"Stone, brick",2.0,585000.0,1.1188,0.09864356224699951,-0.5397811128361413,0
135740,F,0.7062051096536562,No,Medicine staff,"Stone, brick",2.0,675000.0,1.0,0.2206024595827,-0.8128492404459046,0
135763,F,0.3328505641648731,No,Private service staff,"Stone, brick",2.0,675000.0,1.0,0.1702045754509459,-0.6329713171818435,0
135797,F,0.656158373001177,No,Laborers,Panel,2.0,180000.0,1.132,0.10649087221095335,-0.4893603821577021,0
135798,F,0.6430255641096323,No,Accountants,"Stone, brick",2.0,675000.0,1.2376,0.25890330188679245,-0.42063492063492064,0
135809,F,0.7338145369642702,No,Cleaning staff,Panel,2.0,1350000.0,1.0,0.1446018319235197,-0.5362698125109044,0
135810,F,0.7476633896301825,No,Accountants,"Stone, brick",2.0,675000.0,1.0,0.18165195460277428,-0.4884207932988421,0
135811,M,0.5370699579791587,No,Drivers,Panel,2.0,675000.0,1.1188,-17.621604670236888,-0.5685016045420884,0
135814,F,0.7165702448010511,No,Accountants,Panel,3.0,180000.0,1.0,-16.480597419005505,-2.4624444444444444,0
135819,M,0.0944516919837718,No,Drivers,Panel,3.0,270000.0,1.0,0.14470969643383436,-1.0053333333333334,0
135820,F,0.7726311345553628,No,Laborers,Panel,2.0,315000.0,1.1056,0.012225456469965599,-0.8286735521785847,0
135854,M,0.1873887653772306,No,Low-skill Laborers,Block,3.0,562500.0,1.3168,0.042779844436929323,-0.37830230921768054,1
135868,M,0.6347055309763198,No,High skill tech staff,Panel,2.0,225000.0,1.0,0.05721280845306359,-1.3796444444444445,0
135879,M,0.1139223962922108,No,Laborers,Wooden,2.0,225000.0,1.264,0.017543859649122806,-0.7412268708413089,0
135901,F,0.8004513396487078,No,Sales staff,Panel,2.0,337500.0,1.1056,0.2652014652014652,-0.781283537239751,0
135904,M,0.3170317785834444,No,Core staff,Panel,2.0,252000.0,1.1583928571428572,0.25828533266549797,-0.6099908340971586,0
135906,M,0.5280927512030451,No,Sales staff,"Stone, brick",2.0,450000.0,1.1584,-17.067429906542056,-0.7532956685499058,0
135924,F,0.6380435278721609,No,Sales staff,Panel,1.0,1395000.0,1.0712806451612904,0.11805018238089975,-0.2927689594356261,0
135938,F,0.3425288720742255,No,Managers,"Stone, brick",2.0,94500.0,1.264,0.33007069059271343,-1.2561475409836065,0
135941,F,0.6528965519806539,No,Accountants,Panel,2.0,414000.0,1.3365978260869564,0.29923586347427406,-0.36694332286526093,0
135961,F,0.5971924268337128,No,Waiters/barmen staff,"Stone, brick",1.0,900000.0,1.396,0.044270250093318406,-0.3633626302083333,0
135964,F,0.4776491548517548,No,Sales staff,"Stone, brick",2.0,900000.0,1.0,0.19389928495359804,-0.4527794998966729,0
135985,F,0.5154953751603267,No,Accountants,"Stone, brick",3.0,900000.0,1.0,-16.944699605659938,-0.4677277609608437,1
135994,F,0.2498850627504553,No,Accountants,"Stone, brick",2.0,238500.0,1.1583962264150944,0.040542554777165,-0.8876980582845424,0
136015,F,0.087304270713507,No,Managers,Monolithic,2.0,414000.0,1.0,0.23572354506379203,-0.6525968966361674,0
136026,F,0.7165702448010511,No,Sales staff,"Stone, brick",2.0,684000.0,1.1188026315789474,0.502547533242202,-0.5280443591384091,0
136060,F,0.5460231970049609,No,Core staff,Panel,2.0,315000.0,1.0,-17.54457680853108,-1.7530209254347184,0
136073,F,0.1124743496556148,No,Accountants,"Stone, brick",2.0,292500.0,1.0,0.027896882113175585,-1.2916923076923077,0
136097,F,0.6263042766749393,No,High skill tech staff,Monolithic,2.0,675000.0,1.198,0.023628097585964014,-0.5956821909448068,0
136120,F,0.5172965813614878,No,Laborers,Panel,2.0,1260000.0,1.0435607142857142,-16.71057327172073,-0.238502878031481,0
136125,M,0.7700870700124128,No,Laborers,"Stone, brick",2.0,256500.0,1.3168070175438598,0.03983853983853984,-0.49880725712910073,0
136136,F,0.7407990879702335,No,Core staff,Panel,2.0,58500.0,1.066,0.0319164265129683,-2.0576680750129714,0
136146,F,0.7992967832109371,No,Accountants,"Stone, brick",2.0,337500.0,1.0,0.48886951857315275,-0.8837925925925926,0
136186,M,0.5744466170995097,No,Laborers,"Stone, brick",2.0,238500.0,1.2112075471698114,0.13999502239920358,-0.9616466223897565,0
136200,M,0.2594676548211199,No,Laborers,"Stone, brick",2.0,634500.0,1.396,0.26959358194481176,-0.7904254207170481,1
136219,F,0.7076993447402619,No,Sales staff,Panel,2.0,225000.0,1.264,-14.77400695736591,-1.544063456373743,0
136225,M,0.6212263380626669,No,Accountants,"Stone, brick",2.0,909000.0,1.087118811881188,0.05615880556498134,-0.4210150362512947,0
136240,F,0.524496446363472,No,Medicine staff,Panel,2.0,450000.0,1.0,0.2195882719900187,-0.4987111111111111,0
136259,F,0.501075160239048,No,Managers,Panel,2.0,927000.0,1.1451990291262135,0.3874746212712791,-0.4108239898625347,0
136260,M,0.8193176922872417,No,Laborers,Panel,2.0,427500.0,1.1584,0.22077411749295958,-0.6958800473976848,0
136295,F,0.7252764347002191,No,Sales staff,Panel,3.0,252000.0,1.0,0.41924856851517767,-0.5089116420174441,0
136316,F,0.6801388218428291,No,Waiters/barmen staff,Panel,2.0,270000.0,1.2112,-15.42997760973343,-1.1256627909741541,0
136319,M,0.3217352821966848,No,Security staff,Monolithic,2.0,315000.0,1.0,0.12972166998011928,-0.7664761904761904,0
136322,M,0.6894791426446275,No,Sales staff,Panel,3.0,765000.0,1.1188,0.046723300970873786,-0.5803838703997183,0
136366,F,0.1704461230452281,No,Core staff,Panel,2.0,450000.0,1.3168,0.09095551810428476,-0.606711284625395,0
136367,F,0.2032521136204725,No,Sales staff,"Stone, brick",2.0,864000.0,1.198,0.09293136250548807,-0.44964300990359624,0
136372,F,0.7366226976503176,No,Laborers,Panel,2.0,450000.0,1.3168,-16.329547994813787,-0.7810252112577694,0
136388,M,0.3740208032583212,No,Laborers,Panel,2.0,675000.0,1.1188,-16.975413645659046,-0.5901423516827121,1
136403,F,0.7394117535524816,No,Sales staff,"Stone, brick",1.0,1125000.0,1.0792,-16.59064274358392,-0.324740937419331,0
136405,F,0.3740208032583212,No,Laborers,Panel,2.0,1381500.0,1.0,0.17544216304126856,-0.3064797507788162,0
136413,F,0.1464420666789632,No,Laborers,"Stone, brick",3.0,207000.0,1.132,0.15668376584188293,-0.7160373791389835,0
136414,F,0.3344541255096772,No,Laborers,"Stone, brick",1.0,405000.0,1.0,0.17284359875356362,-0.6825041290526935,0
136415,F,0.7490217048463391,No,Laborers,Panel,2.0,405000.0,1.0,0.34992976432027467,-0.6327901234567901,0
136428,F,0.6956219298394389,No,Sales staff,Monolithic,2.0,270000.0,1.0,0.09951443904932276,-0.6698163268799534,0
136434,M,0.6801388218428291,No,Sales staff,Panel,2.0,900000.0,1.1584,0.2416474464579901,-0.2606649317633317,0
136437,M,0.5937175866150576,No,Laborers,Panel,2.0,225000.0,1.264,-15.261062131784564,-1.4543189621122352,0
136462,F,0.4489622731076524,No,Laborers,"Stone, brick",2.0,643500.0,1.198,0.30360846121941104,-0.6548516330549331,0
136481,F,0.7862666146611379,No,Sales staff,Panel,2.0,90000.0,1.132,-15.337322583354329,-2.368845120859445,0
136485,M,0.501075160239048,No,Sales staff,Panel,2.0,225000.0,1.132,-16.473907356456632,-0.8890091824050683,0
136502,F,0.1317701325313814,No,Accountants,Panel,1.0,900000.0,1.0,0.3913723737147966,-0.510031919744642,0
136518,F,0.7922644738669378,No,Sales staff,Block,2.0,450000.0,1.0,-16.02927236022119,-0.48196797597140256,0
136538,F,0.4722533429586386,No,Sales staff,Block,2.0,522000.0,1.158396551724138,0.21502256608639586,-0.5308280712562247,0
136542,F,0.3962195720630885,No,Laborers,"Stone, brick",2.0,450000.0,1.1056,-17.515129717546635,-0.7830348090571139,1
136555,M,0.5620604831738043,No,Laborers,"Stone, brick",3.0,225000.0,1.0,0.5706261600078147,-2.119132639859235,0
136576,F,0.646329897706246,No,Managers,Mixed,3.0,675000.0,1.0,-17.30845417495972,-0.509377941921935,0
136580,M,0.4223696523543468,No,Managers,Block,2.0,238500.0,1.132,0.10431377202871893,-0.5917382068432787,0
136603,M,0.2327247762679433,No,Laborers,"Stone, brick",2.0,225000.0,1.066,0.04031479694112406,-0.4965346899653469,0
136608,F,0.2103502286944494,No,Sales staff,"Stone, brick",3.0,225000.0,1.0,0.14392172478525514,-1.5625777777777778,0
136609,F,0.3996756156233169,No,Laborers,"Stone, brick",2.0,450000.0,1.0,0.06901642369440857,-0.35449579694501687,0
136610,F,0.7194907850918436,No,High skill tech staff,Panel,2.0,576000.0,1.1583984375,0.09109470708339877,-0.3406087840368052,0
136612,F,0.8106180215523969,No,Medicine staff,"Stone, brick",2.0,270000.0,1.1584,0.45158242796410014,-0.5065805216558985,0
136617,M,0.4436153084085652,No,Laborers,"Stone, brick",1.0,450000.0,1.0,0.07493814068575469,-0.3554801620959382,1
136624,F,0.6956219298394389,No,High skill tech staff,"Stone, brick",3.0,270000.0,1.0,0.22961766289714594,-0.6877777777777778,0
136632,F,0.4101025731788671,No,Laborers,"Stone, brick",2.0,675000.0,1.0,0.13927113261757146,-0.6342492686903562,0
136640,F,0.2498850627504553,No,Managers,Panel,2.0,202500.0,1.0,0.11086974012390377,-1.2275555555555555,0
136643,M,0.6446794549585961,No,Managers,Panel,2.0,1372500.0,1.0,0.11560084328882643,-0.35697710881153966,0
136647,F,0.6940926425266661,No,Core staff,Panel,2.0,990000.0,1.0,0.16623299822590185,-0.24541390920701264,0
136654,F,0.5814837058057234,No,Sales staff,"Stone, brick",2.0,900000.0,1.0396,0.12687185369272924,-0.1595157503125667,0
136677,M,0.4436153084085652,No,Laborers,"Stone, brick",2.0,90000.0,1.0,0.28444969017409266,-1.0612180992641302,0
136681,M,0.4884551844437485,No,Laborers,"Stone, brick",3.0,1350000.0,1.05808,0.0251538378495088,-0.10583806079718466,0
136682,F,0.6738300778602003,No,Managers,"Stone, brick",1.0,675000.0,1.0792,0.11945435204305112,-0.2247821592083887,0
136696,F,0.7862666146611379,No,Sales staff,"Stone, brick",3.0,229500.0,1.158392156862745,0.0524992140836215,-1.3928845101258895,0
136705,M,0.501075160239048,No,Core staff,Block,2.0,630000.0,1.0,0.0679155160832898,-0.3317241037829273,0
136751,F,0.6430255641096323,No,High skill tech staff,"Stone, brick",2.0,2925000.0,1.0,0.1667737101263113,-0.12886405959031658,0
136769,F,0.6626377922738201,No,Laborers,Panel,1.0,904500.0,1.1451990049751244,0.0278055515878684,-0.690536075356315,0
136785,M,0.6894791426446275,No,Laborers,Panel,2.0,675000.0,1.0,-15.992775199229355,-0.794973544973545,0
136796,F,0.4776491548517548,No,Medicine staff,Panel,2.0,225000.0,1.0,0.3174965495275507,-1.7406329406329406,0
136806,F,0.3807996826489149,No,Sales staff,Panel,2.0,706500.0,1.396,0.04541002582138723,-0.3973535707336058,1
136812,F,0.8245949709919925,No,Sales staff,Block,2.0,337500.0,1.0,0.05728723102254017,-1.0437333333333334,0
